city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Tuzlagözü,38.1802,41.5687,Turkey,TR,Batman,minor,,
Kozluk,38.1912,41.4778,Turkey,TR,Batman,minor,,
Bekirhan,38.1409,41.2935,Turkey,TR,Batman,minor,,
Eğil,38.2575,40.0744,Turkey,TR,Diyarbakır,minor,,
Sarıbeyler,39.3983,27.5772,Turkey,TR,Balıkesir,minor,,
Savaştepe,39.3832,27.6561,Turkey,TR,Balıkesir,minor,,
İvrindi,39.5839,27.4864,Turkey,TR,Balıkesir,minor,,
Akçaova,41.0366,29.9018,Turkey,TR,Kocaeli,minor,,
Korucu,39.4703,27.3653,Turkey,TR,Balıkesir,minor,,
Kandıra,41.0700,30.1526,Turkey,TR,Kocaeli,minor,,
Kaymas,40.9231,30.2660,Turkey,TR,Kocaeli,minor,,
Kayapa,39.4927,27.4455,Turkey,TR,Balıkesir,minor,,
Gökçeyazı,39.6271,27.6314,Turkey,TR,Balıkesir,minor,,
Karaköprü,39.3151,41.9646,Turkey,TR,Erzurum,minor,,
Karaçoban,39.3436,42.0992,Turkey,TR,Erzurum,minor,,
Ulubey,40.8686,37.7541,Turkey,TR,Ordu,minor,,
Kumlu,36.3635,36.4550,Turkey,TR,Hatay,minor,,
Turgut,37.3750,28.0311,Turkey,TR,Muğla,minor,,
Üsküp,41.7358,27.4053,Turkey,TR,Kırklareli,minor,,
İnece,41.6775,27.0679,Turkey,TR,Kırklareli,minor,,
Dereköy,41.9328,27.3667,Turkey,TR,Kırklareli,minor,,
Yoğuntaş,41.8308,27.0697,Turkey,TR,Kırklareli,minor,,
Gömeç,39.3902,26.8413,Turkey,TR,Balıkesir,minor,,
Çakmak,37.6232,34.2868,Turkey,TR,Konya,minor,,
Siverek,37.7550,39.3167,Turkey,TR,Şanlıurfa,minor,,
Çaylarbaşı,37.7001,39.0097,Turkey,TR,Şanlıurfa,minor,,
Karacadağ,37.7289,39.6355,Turkey,TR,Şanlıurfa,minor,,
Karakeçi,37.4523,39.4428,Turkey,TR,Şanlıurfa,minor,,
Şekerli,37.5705,39.3872,Turkey,TR,Şanlıurfa,minor,,
Dağbaşı,37.8983,39.3337,Turkey,TR,Şanlıurfa,minor,,
Bucak,37.8693,39.0620,Turkey,TR,Şanlıurfa,minor,,
İscehisar,38.8619,30.7503,Turkey,TR,Afyonkarahisar,minor,,
Çağış,39.5188,28.0122,Turkey,TR,Balıkesir,minor,,
Yağcılar,39.4171,28.3811,Turkey,TR,Balıkesir,minor,,
Bigadiç,39.3925,28.1311,Turkey,TR,Balıkesir,minor,,
Söğüt,40.0143,30.1849,Turkey,TR,Bilecik,minor,,
Babadağ,37.8076,28.8567,Turkey,TR,Denizli,minor,,
Kaynaşlı,40.7692,31.3221,Turkey,TR,Düzce,minor,,
Kula,38.5473,28.6498,Turkey,TR,Manisa,minor,,
Gökçeören,38.5753,28.4889,Turkey,TR,Manisa,minor,,
Tonya,40.8840,39.2849,Turkey,TR,Trabzon,minor,,
Şalpazarı,40.9383,39.1901,Turkey,TR,Trabzon,minor,,
Ortabağ,37.3967,42.9101,Turkey,TR,Şırnak,minor,,
Uludere,37.4407,42.8524,Turkey,TR,Şırnak,minor,,
Alaçam,41.6100,35.5950,Turkey,TR,Samsun,minor,,
Marmara,40.5863,27.5554,Turkey,TR,Balıkesir,minor,,
Dargeçit,37.5462,41.7165,Turkey,TR,Mardin,minor,,
Hizan,38.2250,42.4183,Turkey,TR,Bitlis,minor,,
Karpuzlu,37.5586,27.8353,Turkey,TR,Aydın,minor,,
Bolayır,40.5158,26.7553,Turkey,TR,Çanakkale,minor,,
Evreşe,40.6667,26.8833,Turkey,TR,Çanakkale,minor,,
Gallipoli,40.4103,26.6708,Turkey,TR,Çanakkale,minor,,
Bulanık,39.0866,42.2716,Turkey,TR,Muş,minor,,
Ovabağ,37.7085,39.9870,Turkey,TR,Diyarbakır,minor,,
Karaağıl,39.1361,42.0846,Turkey,TR,Muş,minor,,
Erentepe,39.0089,42.0436,Turkey,TR,Muş,minor,,
Simav,39.0882,28.9777,Turkey,TR,Kütahya,minor,,
Dağardı,39.4308,28.9956,Turkey,TR,Kütahya,minor,,
Ahmetli,38.5196,27.9387,Turkey,TR,Manisa,minor,,
Yeniçağa,40.7711,32.0337,Turkey,TR,Bolu,minor,,
Diyadin,39.5406,43.6713,Turkey,TR,Ağrı,minor,,
Koçarlı,37.7611,27.7058,Turkey,TR,Aydın,minor,,
Çakırbeyli,37.7350,27.8239,Turkey,TR,Aydın,minor,,
Karadirek,38.5683,30.1842,Turkey,TR,Afyonkarahisar,minor,,
Sandıklı,38.4647,30.2695,Turkey,TR,Afyonkarahisar,minor,,
Ortaköy,40.2735,35.2517,Turkey,TR,Çorum,minor,,
Sivaslı,38.4994,29.6836,Turkey,TR,Uşak,minor,,
Eymir,40.0193,35.2079,Turkey,TR,Yozgat,minor,,
Sorgun,39.8101,35.1860,Turkey,TR,Yozgat,minor,,
Geçitli,37.5867,43.5616,Turkey,TR,Hakkâri,minor,,
Musabeyli,39.8331,34.6231,Turkey,TR,Yozgat,minor,,
Osmanpaşa,39.6247,34.9647,Turkey,TR,Yozgat,minor,,
Kemerhisar,37.8239,34.5714,Turkey,TR,Niğde,minor,,
Osmaneli,40.3572,30.0142,Turkey,TR,Bilecik,minor,,
Doğankent,36.8443,35.3440,Turkey,TR,Adana,minor,,
Bozdoğan,37.6713,28.3140,Turkey,TR,Aydın,minor,,
Çivril,38.3014,29.7386,Turkey,TR,Denizli,minor,,
İshaklı,38.1997,30.0133,Turkey,TR,Denizli,minor,,
Doğanpınar,36.8432,37.6176,Turkey,TR,Gaziantep,minor,,
Gümüşsu,38.2393,29.9865,Turkey,TR,Denizli,minor,,
Oğuzeli,36.9657,37.5134,Turkey,TR,Gaziantep,minor,,
Gazipaşa,36.2694,32.3179,Turkey,TR,Antalya,minor,,
Tecirli,37.1618,36.1098,Turkey,TR,Osmaniye,minor,,
Karataş,36.5624,35.3811,Turkey,TR,Adana,minor,,
Tuzla,36.7007,35.0873,Turkey,TR,Adana,minor,,
Seydişehir,37.4193,31.8453,Turkey,TR,Konya,minor,,
Muradiye,38.9857,43.7531,Turkey,TR,Van,minor,,
Türkeli,41.9476,34.3386,Turkey,TR,Sinop,minor,,
Güzelkent,41.9484,34.3945,Turkey,TR,Sinop,minor,,
Malkara,40.8900,26.9011,Turkey,TR,Tekirdağ,minor,,
Ballı,40.8303,27.0555,Turkey,TR,Tekirdağ,minor,,
Ortaköy,38.7373,34.0387,Turkey,TR,Aksaray,minor,,
Yürük,40.9355,27.0663,Turkey,TR,Tekirdağ,minor,,
Şahin,41.0217,26.8425,Turkey,TR,Tekirdağ,minor,,
Balcı,38.7253,34.1012,Turkey,TR,Aksaray,minor,,
Çavuş,37.6096,31.9314,Turkey,TR,Konya,minor,,
İbriktepe,41.0104,26.5034,Turkey,TR,Edirne,minor,,
Tosya,41.0154,34.0401,Turkey,TR,Kastamonu,minor,,
Sinanpaşa,38.7444,30.2428,Turkey,TR,Afyonkarahisar,minor,,
Beyçayırı,38.0141,41.3237,Turkey,TR,Batman,minor,,
Beşiri,37.9157,41.2865,Turkey,TR,Batman,minor,,
Beşpınar,37.8371,41.6022,Turkey,TR,Batman,minor,,
Kocaaliler,37.3169,30.7400,Turkey,TR,Burdur,minor,,
Anamur,36.0751,32.8369,Turkey,TR,Mersin,minor,,
Sakçagöz,37.1983,36.9272,Turkey,TR,Gaziantep,minor,,
Nurdağı,37.1682,36.7362,Turkey,TR,Gaziantep,minor,,
Datça,36.7274,27.6848,Turkey,TR,Muğla,minor,,
Yavuzeli,37.3177,37.5682,Turkey,TR,Gaziantep,minor,,
Kovancılar,38.7188,39.8627,Turkey,TR,Elazığ,minor,,
Çaybağı,38.6940,39.6202,Turkey,TR,Elazığ,minor,,
Hazro,38.2490,40.7713,Turkey,TR,Diyarbakır,minor,,
Doğansu,39.1333,42.7333,Turkey,TR,Ağrı,minor,,
Kocatepe,37.2292,40.1610,Turkey,TR,Mardin,minor,,
Yeşilvadi,41.0050,29.6728,Turkey,TR,İstanbul,minor,,
Karacaköy,41.1513,29.7693,Turkey,TR,İstanbul,minor,,
Şile,41.1754,29.6133,Turkey,TR,İstanbul,minor,,
Teke,41.0605,29.6538,Turkey,TR,İstanbul,minor,,
Çameli,37.0761,29.3447,Turkey,TR,Denizli,minor,,
Palu,38.6914,39.9198,Turkey,TR,Elazığ,minor,,
Kürecik,38.3368,37.7414,Turkey,TR,Kahramanmaraş,minor,,
Akşar,38.1000,42.5333,Turkey,TR,Bitlis,minor,,
Şeyhli,40.9219,36.0633,Turkey,TR,Samsun,minor,,
Ladik,40.9106,35.8919,Turkey,TR,Samsun,minor,,
Bahçesaray,38.1246,42.7983,Turkey,TR,Van,minor,,
Çatak,38.0029,43.0524,Turkey,TR,Van,minor,,
Doğanhisar,38.1463,31.6765,Turkey,TR,Konya,minor,,
Armutlu,40.5194,28.8281,Turkey,TR,Yalova,minor,,
Salıpazarı,41.0840,36.8304,Turkey,TR,Samsun,minor,,
Avanos,38.7150,34.8467,Turkey,TR,Nevşehir,minor,,
Topaklı,39.0056,34.8264,Turkey,TR,Nevşehir,minor,,
Özonak,38.8121,34.8410,Turkey,TR,Nevşehir,minor,,
Dernekpazarı,40.7966,40.2446,Turkey,TR,Trabzon,minor,,
Elbeyli,36.6742,37.4667,Turkey,TR,Kilis,minor,,
Sason,38.3277,41.4138,Turkey,TR,Batman,minor,,
Banaz,38.7644,29.7525,Turkey,TR,Uşak,minor,,
Yücebağ,38.3937,41.2671,Turkey,TR,Batman,minor,,
Mazıdağı,37.4780,40.4815,Turkey,TR,Mardin,minor,,
Nurettin,39.2810,42.5075,Turkey,TR,Muş,minor,,
Nurettin,39.2288,42.4183,Turkey,TR,Muş,minor,,
Karahasan,38.9584,42.5880,Turkey,TR,Muş,minor,,
Malazgirt,39.1465,42.5354,Turkey,TR,Muş,minor,,
Aktuzla,39.3301,42.2853,Turkey,TR,Muş,minor,,
Osmancık,40.9782,34.8047,Turkey,TR,Çorum,minor,,
Silifke,36.3778,33.9344,Turkey,TR,Mersin,minor,,
Taşucu,36.3256,33.8803,Turkey,TR,Mersin,minor,,
Kırobası,36.7224,33.8671,Turkey,TR,Mersin,minor,,
Acıpayam,37.4239,29.3494,Turkey,TR,Denizli,minor,,
Kelekçi,37.2407,29.3042,Turkey,TR,Denizli,minor,,
Hasbek,39.5495,35.5477,Turkey,TR,Yozgat,minor,,
Köprüköy,39.9660,41.8684,Turkey,TR,Erzurum,minor,,
Darıca,40.0206,27.8637,Turkey,TR,Balıkesir,minor,,
Manyas,40.0464,27.9700,Turkey,TR,Balıkesir,minor,,
Şevketiye,40.0935,27.8467,Turkey,TR,Balıkesir,minor,,
Bozyazı,36.1049,32.9723,Turkey,TR,Mersin,minor,,
Çobanlar,38.7014,30.7828,Turkey,TR,Afyonkarahisar,minor,,
Meriç,41.1918,26.4210,Turkey,TR,Edirne,minor,,
Küplü,41.1069,26.3519,Turkey,TR,Edirne,minor,,
Gerze,41.8036,35.2011,Turkey,TR,Sinop,minor,,
Çay,38.5917,31.0286,Turkey,TR,Afyonkarahisar,minor,,
Yenimehmetli,39.4200,32.1689,Turkey,TR,Ankara,minor,,
Temelli,39.7275,32.3553,Turkey,TR,Ankara,minor,,
Sumbas,37.4513,36.0235,Turkey,TR,Osmaniye,minor,,
İğdir,40.2663,35.6264,Turkey,TR,Tokat,minor,,
Boztepe,40.1878,35.8875,Turkey,TR,Tokat,minor,,
Zile,40.3031,35.8864,Turkey,TR,Tokat,minor,,
Karakeçili,39.5942,33.3778,Turkey,TR,Kırıkkale,minor,,
Gencek,37.4498,31.5459,Turkey,TR,Konya,minor,,
Doğanbey,37.8005,31.8911,Turkey,TR,Konya,minor,,
Beyşehir,37.6773,31.7246,Turkey,TR,Konya,minor,,
Karahallı,38.3208,29.5303,Turkey,TR,Uşak,minor,,
Üzümlü,37.5406,31.6038,Turkey,TR,Konya,minor,,
Bakırdağı,38.2160,35.7902,Turkey,TR,Kayseri,minor,,
Bozova,37.3625,38.5267,Turkey,TR,Şanlıurfa,minor,,
Yaylak,37.3827,38.3389,Turkey,TR,Şanlıurfa,minor,,
Develi,38.3906,35.4922,Turkey,TR,Kayseri,minor,,
Kanlıavşar,37.2165,38.3094,Turkey,TR,Şanlıurfa,minor,,
İskilip,40.7353,34.4739,Turkey,TR,Çorum,minor,,
Çiçekli,39.0547,39.4160,Turkey,TR,Tunceli,minor,,
Sütlüce,39.1697,39.5472,Turkey,TR,Tunceli,minor,,
Kocakoç,39.1183,39.6586,Turkey,TR,Tunceli,minor,,
Musabeyli,36.8864,36.9186,Turkey,TR,Kilis,minor,,
Çeltikçi,37.5295,30.4803,Turkey,TR,Burdur,minor,,
Sergen,41.7053,27.7083,Turkey,TR,Kırklareli,minor,,
Vize,41.5725,27.7658,Turkey,TR,Kırklareli,minor,,
Kıyıköy,41.6348,28.0946,Turkey,TR,Kırklareli,minor,,
Arıcak,38.5634,40.1248,Turkey,TR,Elazığ,minor,,
Köprübaşı,38.7497,28.4047,Turkey,TR,Manisa,minor,,
Pazaryeri,39.9939,29.9042,Turkey,TR,Bilecik,minor,,
Salmanlı,39.9022,34.2547,Turkey,TR,Yozgat,minor,,
Taşlıçay,39.6297,43.3688,Turkey,TR,Ağrı,minor,,
Yalnızçam,41.0644,42.5008,Turkey,TR,Ardahan,minor,,
Bozkurt,37.8242,29.6097,Turkey,TR,Denizli,minor,,
Hasköy,40.9911,42.8840,Turkey,TR,Ardahan,minor,,
Selendi,38.7444,28.8678,Turkey,TR,Manisa,minor,,
Sulusaray,39.9939,36.0840,Turkey,TR,Tokat,minor,,
Bekilli,38.2311,29.4197,Turkey,TR,Denizli,minor,,
Havsa,41.5490,26.8221,Turkey,TR,Edirne,minor,,
Hasköy,41.6382,26.8575,Turkey,TR,Edirne,minor,,
Kızılcabölük,37.6119,29.0184,Turkey,TR,Denizli,minor,,
Geyikpınar,38.3176,41.8206,Turkey,TR,Bitlis,minor,,
Meydan,38.3558,41.7694,Turkey,TR,Bitlis,minor,,
Kavakbaşı,38.4834,41.8197,Turkey,TR,Bitlis,minor,,
Mutki,38.4062,41.9202,Turkey,TR,Bitlis,minor,,
Tavas,37.5735,29.0706,Turkey,TR,Denizli,minor,,
Beyçayırı,40.2551,26.9244,Turkey,TR,Çanakkale,minor,,
Kızılsu,37.4540,42.1964,Turkey,TR,Şırnak,minor,,
Lapseki,40.3442,26.6856,Turkey,TR,Çanakkale,minor,,
Umurbey,40.2337,26.6063,Turkey,TR,Çanakkale,minor,,
Kâmil,41.1036,34.7630,Turkey,TR,Çorum,minor,,
Ilgın,38.2792,31.9139,Turkey,TR,Konya,minor,,
Aşağıçiğil,38.0515,31.8638,Turkey,TR,Konya,minor,,
Argıthanı,38.2926,31.7145,Turkey,TR,Konya,minor,,
Derbent,38.0142,32.0164,Turkey,TR,Konya,minor,,
Çavdarhisar,39.1934,29.6191,Turkey,TR,Kütahya,minor,,
Gördes,38.9328,28.2894,Turkey,TR,Manisa,minor,,
Domaniç,39.8019,29.6092,Turkey,TR,Kütahya,minor,,
Yazıhan,38.5929,38.1733,Turkey,TR,Malatya,minor,,
Gönen,37.9564,30.5114,Turkey,TR,Isparta,minor,,
Gülpınar,39.5328,26.1206,Turkey,TR,Çanakkale,minor,,
Küçükkuyu,39.5489,26.6053,Turkey,TR,Çanakkale,minor,,
İhsaniye,39.0292,30.4164,Turkey,TR,Afyonkarahisar,minor,,
Çardak,37.8269,29.6683,Turkey,TR,Denizli,minor,,
Kale,37.4392,28.8453,Turkey,TR,Denizli,minor,,
Hasanbeyli,37.1284,36.5461,Turkey,TR,Osmaniye,minor,,
Kalkan,36.2651,29.4137,Turkey,TR,Antalya,minor,,
Bolvadin,38.7111,31.0486,Turkey,TR,Afyonkarahisar,minor,,
Akkuş,40.7931,37.0164,Turkey,TR,Ordu,minor,,
Savcılı,39.2289,33.6814,Turkey,TR,Kırşehir,minor,,
Kaman,39.3575,33.7239,Turkey,TR,Kırşehir,minor,,
Yalvaç,38.2956,31.1778,Turkey,TR,Isparta,minor,,
Bağkonak,38.2175,31.2722,Turkey,TR,Isparta,minor,,
Kumdanlı,38.3239,30.9764,Turkey,TR,Isparta,minor,,
Ovacık,37.5134,38.7793,Turkey,TR,Şanlıurfa,minor,,
Kabahaydar,37.4000,39.0833,Turkey,TR,Şanlıurfa,minor,,
Hilvan,37.5869,38.9550,Turkey,TR,Şanlıurfa,minor,,
Hisarcık,39.2506,29.2312,Turkey,TR,Kütahya,minor,,
Gölcük,37.4813,39.0474,Turkey,TR,Şanlıurfa,minor,,
Saraycık,40.9502,35.1116,Turkey,TR,Amasya,minor,,
Gümüşhacıköy,40.9253,35.2347,Turkey,TR,Amasya,minor,,
Gümüş,40.8402,35.1719,Turkey,TR,Amasya,minor,,
Yenibaşak,38.8041,40.9922,Turkey,TR,Bingöl,minor,,
Solhan,38.9652,41.0544,Turkey,TR,Bingöl,minor,,
Sincik,38.0365,38.6126,Turkey,TR,Adıyaman,minor,,
Yarpuzlu,38.0541,38.5213,Turkey,TR,Adıyaman,minor,,
Şemdinli,37.3051,44.5742,Turkey,TR,Hakkâri,minor,,
Çekerek,40.0731,35.4947,Turkey,TR,Yozgat,minor,,
Andırın,37.5776,36.3549,Turkey,TR,Kahramanmaraş,minor,,
Kalkım,39.8117,27.2150,Turkey,TR,Çanakkale,minor,,
Pazarköy,39.8532,27.4030,Turkey,TR,Çanakkale,minor,,
Hamdibey,39.8494,27.2481,Turkey,TR,Çanakkale,minor,,
Yenice,39.9308,27.2581,Turkey,TR,Çanakkale,minor,,
Albayrak,38.1425,44.2012,Turkey,TR,Van,minor,,
Bağışlı,37.7177,44.0356,Turkey,TR,Hakkâri,minor,,
Başkale,38.0453,44.0172,Turkey,TR,Van,minor,,
Dazkırı,37.9186,29.8606,Turkey,TR,Afyonkarahisar,minor,,
Çanakçı,40.9114,38.9881,Turkey,TR,Giresun,minor,,
Ortaköy,41.2510,41.9836,Turkey,TR,Artvin,minor,,
Akköy,37.9569,29.0781,Turkey,TR,Denizli,minor,,
Gerger,38.0281,39.0342,Turkey,TR,Adıyaman,minor,,
Zeytinlik,41.1101,41.8582,Turkey,TR,Artvin,minor,,
Taraksu,38.0167,39.0833,Turkey,TR,Adıyaman,minor,,
Taraksu,38.1542,39.1484,Turkey,TR,Adıyaman,minor,,
Dodurga,40.8549,34.8070,Turkey,TR,Çorum,minor,,
Ahlat,38.7489,42.4801,Turkey,TR,Bitlis,minor,,
Dambaslar,41.2242,27.2481,Turkey,TR,Tekirdağ,minor,,
Eşme,38.3998,28.9690,Turkey,TR,Uşak,minor,,
Acıgöl,38.5503,34.5092,Turkey,TR,Nevşehir,minor,,
Ovakışla,38.8173,42.3164,Turkey,TR,Bitlis,minor,,
Hayrabolu,41.2131,27.1069,Turkey,TR,Tekirdağ,minor,,
Susuzmüsellim,41.0989,27.0675,Turkey,TR,Tekirdağ,minor,,
Akdağmadeni,39.6603,35.8836,Turkey,TR,Yozgat,minor,,
Boyabat,41.4689,34.7667,Turkey,TR,Sinop,minor,,
Pehlivanköy,41.3481,26.9252,Turkey,TR,Kırklareli,minor,,
Aras,39.9882,42.3063,Turkey,TR,Erzurum,minor,,
Horasan,40.0388,42.1637,Turkey,TR,Erzurum,minor,,
Çiftlik,40.0723,42.2562,Turkey,TR,Erzurum,minor,,
Gercüş,37.5625,41.3775,Turkey,TR,Batman,minor,,
Cevizlik,38.1755,42.2260,Turkey,TR,Siirt,minor,,
Şirvan,38.0625,42.0252,Turkey,TR,Siirt,minor,,
İncesu,38.6224,35.1826,Turkey,TR,Kayseri,minor,,
Özpınar,38.0048,42.2439,Turkey,TR,Siirt,minor,,
Kurthasanlı,38.3261,32.1753,Turkey,TR,Konya,minor,,
Kepsut,39.6889,28.1522,Turkey,TR,Balıkesir,minor,,
Durak,39.7066,28.2718,Turkey,TR,Balıkesir,minor,,
Kadınhanı,38.2397,32.2114,Turkey,TR,Konya,minor,,
Demirci,39.0461,28.6589,Turkey,TR,Manisa,minor,,
Yarbasan,38.9889,28.8081,Turkey,TR,Manisa,minor,,
Borlu,38.7529,28.4674,Turkey,TR,Manisa,minor,,
Pınarhisar,41.6242,27.5200,Turkey,TR,Kırklareli,minor,,
Kayacık,38.3414,40.6134,Turkey,TR,Diyarbakır,minor,,
Çandır,39.2445,35.5140,Turkey,TR,Yozgat,minor,,
Gediz,38.9939,29.3913,Turkey,TR,Kütahya,minor,,
Barla,38.0178,30.7828,Turkey,TR,Isparta,minor,,
Eğirdir,37.8743,30.8327,Turkey,TR,Isparta,minor,,
Yığılca,40.9598,31.4436,Turkey,TR,Düzce,minor,,
Dombay,38.1542,30.2088,Turkey,TR,Afyonkarahisar,minor,,
Dinar,38.0717,30.1656,Turkey,TR,Afyonkarahisar,minor,,
Haydarlı,38.2597,30.3858,Turkey,TR,Afyonkarahisar,minor,,
Yenice,37.8284,28.5712,Turkey,TR,Aydın,minor,,
Karacasu,37.7282,28.6057,Turkey,TR,Aydın,minor,,
Alaca,40.1683,34.8425,Turkey,TR,Çorum,minor,,
Şuhut,38.5311,30.5458,Turkey,TR,Afyonkarahisar,minor,,
Sarıveliler,36.6971,32.6120,Turkey,TR,Karaman,minor,,
Tahir,39.8559,42.4283,Turkey,TR,Ağrı,minor,,
Narlı,37.8845,42.9760,Turkey,TR,Siirt,minor,,
Pervari,37.9357,42.5493,Turkey,TR,Siirt,minor,,
Eleşkirt,39.7980,42.6757,Turkey,TR,Ağrı,minor,,
Kadışehri,39.9957,35.7919,Turkey,TR,Yozgat,minor,,
Sağınlı,38.0573,42.5837,Turkey,TR,Bitlis,minor,,
Göktepe,36.6269,32.6228,Turkey,TR,Karaman,minor,,
Yahyalı,38.1023,35.3570,Turkey,TR,Kayseri,minor,,
Hamur,39.6056,42.9850,Turkey,TR,Ağrı,minor,,
Pütürge,38.1992,38.8630,Turkey,TR,Malatya,minor,,
Tepehan,38.1179,38.7262,Turkey,TR,Malatya,minor,,
Kavak,41.0783,36.0425,Turkey,TR,Samsun,minor,,
Uluborlu,38.0783,30.4502,Turkey,TR,Isparta,minor,,
Keçiborlu,37.9425,30.3022,Turkey,TR,Isparta,minor,,
Orhaneli,39.9033,28.9906,Turkey,TR,Bursa,minor,,
Digor,40.3690,43.4100,Turkey,TR,Kars,minor,,
Gevaş,38.2921,43.1019,Turkey,TR,Van,minor,,
Hayrat,40.8853,40.3650,Turkey,TR,Trabzon,minor,,
Güneyce,40.8208,40.4694,Turkey,TR,Rize,minor,,
Kavaklıdere,37.4446,28.3628,Turkey,TR,Muğla,minor,,
Altunhisar,37.9916,34.3733,Turkey,TR,Niğde,minor,,
Almus,40.3758,36.9044,Turkey,TR,Tokat,minor,,
Sungurlu,40.1675,34.3739,Turkey,TR,Çorum,minor,,
Ulus,41.5842,32.6414,Turkey,TR,Bartın,minor,,
Kumluca,41.4472,32.4676,Turkey,TR,Bartın,minor,,
Hamzalı,38.3416,41.1625,Turkey,TR,Diyarbakır,minor,,
Gölpazarı,40.2847,30.3172,Turkey,TR,Bilecik,minor,,
Kulp,38.4975,41.0067,Turkey,TR,Diyarbakır,minor,,
Sürgü,38.0055,37.9635,Turkey,TR,Malatya,minor,,
Ağaçlı,38.5173,40.9040,Turkey,TR,Diyarbakır,minor,,
Doğanşehir,38.0857,37.8712,Turkey,TR,Malatya,minor,,
Akçasır,38.4472,41.2651,Turkey,TR,Diyarbakır,minor,,
Şarkîkaraağaç,38.0794,31.3664,Turkey,TR,Isparta,minor,,
Muratlı,41.4740,41.7065,Turkey,TR,Artvin,minor,,
Borçka,41.3579,41.6658,Turkey,TR,Artvin,minor,,
Kurucaşile,41.8378,32.7162,Turkey,TR,Bartın,minor,,
Cide,41.8921,33.0044,Turkey,TR,Kastamonu,minor,,
Aksu,37.7989,31.0711,Turkey,TR,Isparta,minor,,
Pazarlar,38.9950,29.1258,Turkey,TR,Kütahya,minor,,
Şaphane,39.0273,29.2222,Turkey,TR,Kütahya,minor,,
Düvertepe,39.2373,28.4400,Turkey,TR,Balıkesir,minor,,
Sındırgı,39.2413,28.1784,Turkey,TR,Balıkesir,minor,,
Gölcük,39.3131,27.9832,Turkey,TR,Balıkesir,minor,,
Dinek,37.3248,32.6160,Turkey,TR,Konya,minor,,
Çumra,37.5732,32.7745,Turkey,TR,Konya,minor,,
Belören,37.2148,32.5536,Turkey,TR,Konya,minor,,
Aralık,39.8728,44.5192,Turkey,TR,Adıyaman,minor,,
Ilıca,39.9465,41.0952,Turkey,TR,Erzurum,minor,,
Ovacık,40.2005,40.9973,Turkey,TR,Erzurum,minor,,
Yavuzkemal,40.6933,38.3372,Turkey,TR,Giresun,minor,,
Uzundere,40.5322,41.5383,Turkey,TR,Erzurum,minor,,
Suşehri,40.1601,38.0841,Turkey,TR,Sivas,minor,,
Gökçekent,40.2864,38.1177,Turkey,TR,Sivas,minor,,
Hüyük,37.9539,31.5964,Turkey,TR,Konya,minor,,
Kötek,40.2203,43.0111,Turkey,TR,Kars,minor,,
Enez,40.7247,26.0825,Turkey,TR,Edirne,minor,,
Doğanyurt,42.0046,33.4603,Turkey,TR,Kastamonu,minor,,
Taşova,40.7597,36.3225,Turkey,TR,Amasya,minor,,
Bünyan,38.8463,35.8603,Turkey,TR,Kayseri,minor,,
Destek,40.8467,36.1831,Turkey,TR,Amasya,minor,,
Kağızman,40.1567,43.1342,Turkey,TR,Kars,minor,,
Çavdır,37.1550,29.6939,Turkey,TR,Burdur,minor,,
Esençay,40.6681,36.3803,Turkey,TR,Amasya,minor,,
Elbaşı,38.6735,35.9675,Turkey,TR,Kayseri,minor,,
Tekke,40.7156,36.1925,Turkey,TR,Amasya,minor,,
Selim,40.4577,42.7829,Turkey,TR,Kars,minor,,
Göldüzü,38.8167,43.0167,Turkey,TR,Bitlis,minor,,
Adilcevaz,38.7991,42.7316,Turkey,TR,Bitlis,minor,,
Sarısu,39.0189,42.9209,Turkey,TR,Ağrı,minor,,
Ekinözü,38.0597,37.1879,Turkey,TR,Kahramanmaraş,minor,,
Karaşar,40.3257,31.9868,Turkey,TR,Ankara,minor,,
Kırbaşı,40.0138,31.8320,Turkey,TR,Ankara,minor,,
Dereli,40.7389,38.4434,Turkey,TR,Giresun,minor,,
Uruş,40.2490,32.1379,Turkey,TR,Ankara,minor,,
Gelendost,38.1208,31.0153,Turkey,TR,Isparta,minor,,
Yenikonak,41.8732,34.6031,Turkey,TR,Sinop,minor,,
Süloğlu,41.7690,26.9100,Turkey,TR,Edirne,minor,,
Kayapınar,37.5576,41.1623,Turkey,TR,Batman,minor,,
Savur,37.5354,40.8788,Turkey,TR,Mardin,minor,,
Göksun,38.0210,36.4973,Turkey,TR,Kahramanmaraş,minor,,
Çardak,38.0917,36.8236,Turkey,TR,Kahramanmaraş,minor,,
Sürgücü,37.5737,40.7325,Turkey,TR,Mardin,minor,,
Evciler,39.7756,26.7717,Turkey,TR,Çanakkale,minor,,
Yiğitler,39.8675,26.6111,Turkey,TR,Çanakkale,minor,,
Artova,40.1158,36.3001,Turkey,TR,Tokat,minor,,
Bayramiç,39.8086,26.6098,Turkey,TR,Çanakkale,minor,,
Tutak,39.5385,42.7659,Turkey,TR,Ağrı,minor,,
Ağlasun,37.6494,30.5342,Turkey,TR,Burdur,minor,,
Hasankeyf,37.7061,41.4048,Turkey,TR,Batman,minor,,
Şenpazar,41.8089,33.2314,Turkey,TR,Kastamonu,minor,,
Gökdere,38.7428,40.2082,Turkey,TR,Elazığ,minor,,
Sarayönü,38.2620,32.4046,Turkey,TR,Konya,minor,,
